platform,asin,title,brand,category,current_price,original_price,discount,rating,reviews_count,prime_eligible,amazon_choice,sponsored,main_image,product_url,scraped_at
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 303.30,,,,,,,,https://m.media-amazon.com/images/I/61TeJerRofL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZ412SL8,2026-03-28T00:56:38.347234
amazon,,Under Armour,Under Armour,Boys Fashion,EGP 713.00,"EGP 1,139.00",,4.5,List:,,,,https://m.media-amazon.com/images/I/719q73ArHdL._AC_UL320_.jpg,https://www.amazon.eg/dp/B09WCXHJPN,2026-03-28T00:56:38.347908
amazon,,PUMA,PUMA,Boys Fashion,EGP 800.00,,,4.5,,,,,https://m.media-amazon.com/images/I/51bSab0JTTL._AC_UL320_.jpg,https://www.amazon.eg/dp/B08V5LRDGT,2026-03-28T00:56:38.348547
amazon,,PILOTKIDSWEAR,PILOTKIDSWEAR,Boys Fashion,EGP 505.00,,,4.5,,,,,https://m.media-amazon.com/images/I/41Rf2brOcHL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GFNS9N95,2026-03-28T00:56:38.349149
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 212.00,,,,,,,,https://m.media-amazon.com/images/I/71eJFH6C-XL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GS27JL9S,2026-03-28T00:56:38.349649
amazon,,Dice,Dice,Boys Fashion,EGP 725.00,,,5.0,,,,,https://m.media-amazon.com/images/I/61ZUxMM23YL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FYLF6NRY,2026-03-28T00:56:38.350199
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 270.00,,,4.0,,,,,https://m.media-amazon.com/images/I/81Wufgf5+cL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FR4WBZ89,2026-03-28T00:56:38.350808
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 535.00,,,,,,,,https://m.media-amazon.com/images/I/61Aji0D67LL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FTVTDLS6,2026-03-28T00:56:38.351310
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 356.00,EGP 469.00,,3.8,List:,,,,https://m.media-amazon.com/images/I/51NEKsYgDnL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C817SZ8Z,2026-03-28T00:56:38.351897
amazon,,Andora,Andora,Boys Fashion,EGP 209.00,EGP 249.00,,4.3,List:,,,,https://m.media-amazon.com/images/I/61fTztR0BAL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DCTR4S7J,2026-03-28T00:56:38.352639
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 307.00,,,4.6,,,,,https://m.media-amazon.com/images/I/71LtbJi5dkL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DRL4TYQW,2026-03-28T00:56:38.353192
amazon,,دفاية أولادي Interlock قطن مبطن سوبر لوكس – طقم شتوي مريح وناعم لحماية من البرد السن 2 سنوات (سنتين),,Boys Fashion,EGP 350.00,,,5.0,,,,,https://m.media-amazon.com/images/I/51dEt+BuAmL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVBGTL8X,2026-03-28T00:56:38.353889
amazon,,ANJA,ANJA,Boys Fashion,EGP 375.00,,,5.0,,,,,https://m.media-amazon.com/images/I/41STNYPy7eL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DTGTMZQJ,2026-03-28T00:56:38.354715
amazon,,name it,name it,Boys Fashion,EGP 457.00,,,5.0,,,,,https://m.media-amazon.com/images/I/71RUFSunupL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CG9WRCX2,2026-03-28T00:56:38.355368
amazon,,United Colors of Benetton,United Colors of Benetton,Boys Fashion,EGP 325.00,,,,,,,,https://m.media-amazon.com/images/I/410YYp6Si6L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DNK7F1X1,2026-03-28T00:56:38.355954
amazon,,What's New Clothing,What's New Clothing,Boys Fashion,EGP 929.00,,,4.2,,,,,https://m.media-amazon.com/images/I/51jhGwbMtRL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BPZN2D9F,2026-03-28T00:56:38.356502
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 615.00,,,,,,,,https://m.media-amazon.com/images/I/6170NO6hOnL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FS26QY22,2026-03-28T00:56:38.356986
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 447.00,,,4.0,,,,,https://m.media-amazon.com/images/I/41S8hZb+8nL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G4X5Q4FR,2026-03-28T00:56:38.357562
amazon,,adidas,adidas,Boys Fashion,"EGP 1,194.00",,,,,,,,https://m.media-amazon.com/images/I/810ne1bvfOL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DJFD12DZ,2026-03-28T00:56:38.358075
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 359.00,EGP 520.00,,3.3,List:,,,,https://m.media-amazon.com/images/I/61Y6+iitwKL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FR4XNNC8,2026-03-28T00:56:38.358759
amazon,,PUMA,PUMA,Boys Fashion,EGP 738.97,,,5.0,,,,,https://m.media-amazon.com/images/I/61fed7N9OTL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CRGNM4BW,2026-03-28T00:56:38.359355
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 368.00,EGP 439.00,,3.6,List:,,,,https://m.media-amazon.com/images/I/5159Uk+c1ML._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CCMNP9RJ,2026-03-28T00:56:38.359936
amazon,,adidas,adidas,Boys Fashion,"EGP 1,346.00",,,4.8,,,,,https://m.media-amazon.com/images/I/613+WDu+SwL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZS2BZ3Y,2026-03-28T00:56:38.360473
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 278.00,,,3.6,,,,,https://m.media-amazon.com/images/I/715CM6NXwJL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0F6NZY1X6,2026-03-28T00:56:38.360996
amazon,,Dice,Dice,Boys Fashion,,,,4.0,,,,,https://m.media-amazon.com/images/I/61KXHZEzwxL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CGZX5M5T,2026-03-28T00:56:38.361875
amazon,,MiniMe Kids Wear,MiniMe Kids Wear,Boys Fashion,EGP 349.00,,,3.0,,,,,https://m.media-amazon.com/images/I/41XMj7EvQJL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G49FXD2P,2026-03-28T00:56:38.362465
amazon,,Dice,Dice,Boys Fashion,EGP 149.00,,,4.4,,,,,https://m.media-amazon.com/images/I/11P4uHE-NDL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DWT37KMR,2026-03-28T00:56:38.363043
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 239.00,,,,,,,,https://m.media-amazon.com/images/I/41OqXAcGdHL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G4X79GLK,2026-03-28T00:56:38.363575
amazon,,Cottonil,Cottonil,Boys Fashion,EGP 259.00,EGP 279.00,,3.6,List:,,,,https://m.media-amazon.com/images/I/51qkQf96E2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B096L6BGWM,2026-03-28T00:56:43.177679
amazon,,Andora,Andora,Boys Fashion,EGP 249.00,,,3.5,,,,,https://m.media-amazon.com/images/I/7127Dj9s9wL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DDY6L54K,2026-03-28T00:56:43.178335
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 309.00,,,5.0,,,,,https://m.media-amazon.com/images/I/61332pGrFGL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GK2KYPBC,2026-03-28T00:56:43.178857
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 535.00,,,,,,,,https://m.media-amazon.com/images/I/613RFtps2fL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FTVV1DGM,2026-03-28T00:56:43.179380
amazon,,junior,junior,Boys Fashion,EGP 430.00,EGP 475.00,,,List:,,,,https://m.media-amazon.com/images/I/61P3mEcMF7L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVVHJ8N2,2026-03-28T00:56:43.179897
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 237.00,,,3.3,,,,,https://m.media-amazon.com/images/I/41RS5pVB4dL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FT9BSZZD,2026-03-28T00:56:43.180457
amazon,,junior,junior,Boys Fashion,EGP 682.00,EGP 750.00,,5.0,List:,,,,https://m.media-amazon.com/images/I/61FXukDGfQL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVVJ6PN4,2026-03-28T00:56:43.181083
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 578.00,,,,,,,,https://m.media-amazon.com/images/I/718R5h8-viL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FZ3YC9RZ,2026-03-28T00:56:43.181587
amazon,,Domeso,Domeso,Boys Fashion,EGP 299.00,EGP 389.00,,4.6,List:,,,,https://m.media-amazon.com/images/I/6149pt826cL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FXHNYJMF,2026-03-28T00:56:43.182216
amazon,,Papillon,Papillon,Boys Fashion,EGP 159.00,,,4.5,,,,,https://m.media-amazon.com/images/I/513GYieFOhL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FQ44NG7V,2026-03-28T00:56:43.182804
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 409.00,EGP 427.41,,1.0,Was:,,,,https://m.media-amazon.com/images/I/61UkrZei6+L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GK1QXSYG,2026-03-28T00:56:43.183392
amazon,,"Boys Winter Sweatshirt, 100% Cotton Padded, Thick Anti-Pilling & Fade Resistant Material, Warm and Soft Toddler Clothing, Stylish and Comfortable Design for Boys",,Boys Fashion,EGP 699.00,,,,,,,,https://m.media-amazon.com/images/I/31OAbw3e4VL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GLHR88CX,2026-03-28T00:56:43.183830
amazon,,Andora,Andora,Boys Fashion,EGP 599.00,,,3.9,,,,,https://m.media-amazon.com/images/I/61g9C0Ln52L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D3YXMC8V,2026-03-28T00:56:43.184492
amazon,,Dice,Dice,Boys Fashion,EGP 80.00,EGP 89.00,,4.6,List:,,,,https://m.media-amazon.com/images/I/51sJALSnkaL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CF2S7XLR,2026-03-28T00:56:43.185182
amazon,,PUMA,PUMA,Boys Fashion,EGP 715.75,,,,,,,,https://m.media-amazon.com/images/I/51NIUQvyz-L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CVN8PGM9,2026-03-28T00:56:43.185669
amazon,,Sikaaa,Sikaaa,Boys Fashion,EGP 390.00,,,,,,,,https://m.media-amazon.com/images/I/51BzDUwWXgL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GPMXZ7PX,2026-03-28T00:56:43.186144
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 350.00,,,,,,,,https://m.media-amazon.com/images/I/61yXr3emgQL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FS28T8QX,2026-03-28T00:56:43.186621
amazon,,junior,junior,Boys Fashion,EGP 587.00,,,,,,,,https://m.media-amazon.com/images/I/713k1KTCmlL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVVJ88FH,2026-03-28T00:56:43.187059
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 427.41,,,,,,,,https://m.media-amazon.com/images/I/51LWVxVgoDL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GK1R26WG,2026-03-28T00:56:43.187515
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 368.00,EGP 381.00,,4.0,List:,,,,https://m.media-amazon.com/images/I/51VlLN86v2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CCMMN8HF,2026-03-28T00:56:43.188085
amazon,,PUMA,PUMA,Boys Fashion,EGP 855.00,,,,,,,,https://m.media-amazon.com/images/I/61VtHuxvtmL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CRGJ11GL,2026-03-28T00:56:43.188603
amazon,,Andora,Andora,Boys Fashion,EGP 299.00,,,3.5,,,,,https://m.media-amazon.com/images/I/81S2Gvz0pRL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FL2KFCZ6,2026-03-28T00:56:43.189203
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 456.00,,,3.0,,,,,https://m.media-amazon.com/images/I/71EV35Ey5WL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G6DZKDMZ,2026-03-28T00:56:43.189713
amazon,,Dice,Dice,Boys Fashion,EGP 150.00,,,4.4,,,,,https://m.media-amazon.com/images/I/21k8im8ovFL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DWT4DYXL,2026-03-28T00:56:43.190328
amazon,,Bambi,Bambi,Boys Fashion,EGP 248.00,,,,,,,,https://m.media-amazon.com/images/I/51W08gffItL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FQ45P5TT,2026-03-28T00:56:43.190775
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 325.00,,,4.0,,,,,https://m.media-amazon.com/images/I/61-0Nit5sHL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DL7FKMG5,2026-03-28T00:56:43.191337
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 371.00,EGP 499.00,,3.6,List:,,,,https://m.media-amazon.com/images/I/51QR0yFqp5L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BD21Q3JX,2026-03-28T00:56:43.192000
amazon,,ANJA,ANJA,Boys Fashion,EGP 475.00,,,3.3,,,,,https://m.media-amazon.com/images/I/41Mwxf8ym6L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DTGBQWX6,2026-03-28T00:56:43.192537
amazon,,KOTON,KOTON,Boys Fashion,EGP 552.00,,,,,,,,https://m.media-amazon.com/images/I/71sq7wMs13L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DT4PRB42,2026-03-28T00:56:43.193025
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 427.41,,,,,,,,https://m.media-amazon.com/images/I/51k+5YLopYL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0GK1NFG8N,2026-03-28T00:56:43.193483
amazon,,AKEEYO,AKEEYO,Boys Fashion,EGP 350.00,,,4.2,,,,,https://m.media-amazon.com/images/I/31shK56tJFL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FT8LY7KF,2026-03-28T00:56:43.194038
amazon,,Diadora,Diadora,Boys Fashion,EGP 153.30,,,5.0,,,,,https://m.media-amazon.com/images/I/61xnlZj2z9S._AC_UL320_.jpg,https://www.amazon.eg/dp/B0922VVSMG,2026-03-28T00:56:43.194620
amazon,,Andora,Andora,Boys Fashion,EGP 249.00,,,3.9,,,,,https://m.media-amazon.com/images/I/51rdptkF8PL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BCYWCQH6,2026-03-28T00:56:43.195299
amazon,,adidas,adidas,Boys Fashion,"EGP 1,199.00","EGP 1,599.00",,4.7,List:,,,,https://m.media-amazon.com/images/I/718rxeYpvTL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZPCW4YS,2026-03-28T00:56:43.195936
amazon,,adidas,adidas,Boys Fashion,EGP 959.00,"EGP 1,399.00",,4.7,List:,,,,https://m.media-amazon.com/images/I/71LbbNcdkjL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZS3WQY3,2026-03-28T00:56:43.196668
amazon,,Zercon,Zercon,Boys Fashion,EGP 485.10,EGP 539.00,,5.0,Was:,,,,https://m.media-amazon.com/images/I/715fin4C8QL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FR4LDBLP,2026-03-28T00:56:43.197296
amazon,,What's New Clothing,What's New Clothing,Boys Fashion,EGP 949.00,,,5.0,,,,,https://m.media-amazon.com/images/I/51R01Nca0FL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BPZLZ6MN,2026-03-28T00:56:43.197821
amazon,,KOTON,KOTON,Boys Fashion,EGP 279.00,,,5.0,,,,,https://m.media-amazon.com/images/I/71InV7HjxfL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DT68XTKS,2026-03-28T00:56:43.198420
amazon,,adidas,adidas,Boys Fashion,EGP 720.72,,,4.4,,,,,https://m.media-amazon.com/images/I/715zNMldPQL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BQW965NJ,2026-03-28T00:56:43.198956
amazon,,Andora,Andora,Boys Fashion,EGP 399.00,,,4.3,,,,,https://m.media-amazon.com/images/I/61ogMMND-vL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D8ZNCG1H,2026-03-28T00:56:43.199584
amazon,,CAESAR - سيزر,CAESAR - سيزر,Boys Fashion,EGP 270.00,,,4.0,,,,,https://m.media-amazon.com/images/I/81ZBsxPVQ-L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FR4XNZVF,2026-03-28T00:56:43.200200
amazon,,Meza,Meza,Boys Fashion,EGP 269.10,,,3.4,,,,,https://m.media-amazon.com/images/I/51Gnk48BEBL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DZZLD2HP,2026-03-28T00:56:43.200738
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 399.00,EGP 469.00,,3.8,List:,,,,https://m.media-amazon.com/images/I/51IacjKoTYL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C816S9JD,2026-03-28T00:56:43.201391
amazon,,junior,junior,Boys Fashion,EGP 384.00,EGP 420.00,,,List:,,,,https://m.media-amazon.com/images/I/71sWC0MKvqL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVVMVMCG,2026-03-28T00:56:43.201907
amazon,,Andora,Andora,Boys Fashion,EGP 399.00,EGP 599.00,,4.3,List:,,,,https://m.media-amazon.com/images/I/51QGhCO-DQL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DHQP6SD2,2026-03-28T00:56:43.202613
amazon,,junior,junior,Boys Fashion,EGP 289.09,,,4.2,,,,,https://m.media-amazon.com/images/I/617vckqJgaL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0D5754M9V,2026-03-28T00:56:43.203160
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 224.00,,,,,,,,https://m.media-amazon.com/images/I/41egG8h81pL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G543K8MJ,2026-03-28T00:56:43.203658
amazon,,KOTON,KOTON,Boys Fashion,EGP 829.00,,,,,,,,https://m.media-amazon.com/images/I/51lwofm+phL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DQHTMHPQ,2026-03-28T00:56:47.180900
amazon,,PUMA,PUMA,Boys Fashion,"EGP 1,113.00",,,5.0,,,,,https://m.media-amazon.com/images/I/71rZTN85F2L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0C3RTHBM2,2026-03-28T00:56:47.181473
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 374.00,,,,,,,,https://m.media-amazon.com/images/I/61sTkqmRVnL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G4X4KYY8,2026-03-28T00:56:47.183732
amazon,,What's New Clothing,What's New Clothing,Boys Fashion,EGP 929.00,,,3.1,,,,,https://m.media-amazon.com/images/I/51rOHcXmsUL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BPYWGH6Z,2026-03-28T00:56:47.186495
amazon,,LC WAIKIKI,LC WAIKIKI,Boys Fashion,EGP 224.00,,,,,,,,https://m.media-amazon.com/images/I/61V5QgnL5rL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0G53ZM63W,2026-03-28T00:56:47.187503
amazon,,Apple Kids,Apple Kids,Boys Fashion,EGP 266.50,,,,,,,,https://m.media-amazon.com/images/I/41Bcsv5ZpuL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVXHCW4F,2026-03-28T00:56:47.188006
amazon,,adidas,adidas,Boys Fashion,EGP 564.46,,,4.7,,,,,https://m.media-amazon.com/images/I/61ExX+T4BAL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0BP7JBNB6,2026-03-28T00:56:47.189085
amazon,,junior,junior,Boys Fashion,EGP 515.00,,,,,,,,https://m.media-amazon.com/images/I/31K7QvLDmqL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FDWZ7KS6,2026-03-28T00:56:47.190722
amazon,,DeFacto,DeFacto,Boys Fashion,EGP 842.00,,,3.0,,,,,https://m.media-amazon.com/images/I/51W73sZGv7L._AC_UL320_.jpg,https://www.amazon.eg/dp/B0DY49NSF6,2026-03-28T00:56:47.191260
amazon,,Funny Bunny,Funny Bunny,Boys Fashion,EGP 339.00,,,5.0,,,,,https://m.media-amazon.com/images/I/51tiebBoxZL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FQPB5S7B,2026-03-28T00:56:47.191765
amazon,,CAESAR,CAESAR,Boys Fashion,EGP 368.00,EGP 469.00,,3.2,List:,,,,https://m.media-amazon.com/images/I/51MyfZDEJgL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CCMMW6BX,2026-03-28T00:56:47.192370
amazon,,adidas,adidas,Boys Fashion,EGP 581.00,"EGP 1,199.00",,4.9,List:,,,,https://m.media-amazon.com/images/I/71od0UsTbZL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0CZP3617B,2026-03-28T00:56:47.193016
amazon,,junior,junior,Boys Fashion,EGP 229.59,,,,,,,,https://m.media-amazon.com/images/I/71ttcCqYTxL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FVVK5DJQ,2026-03-28T00:56:47.193488
amazon,,Activ,Activ,Boys Fashion,EGP 489.00,,,4.5,,,,,https://m.media-amazon.com/images/I/41sc8j+m2CL._AC_UL320_.jpg,https://www.amazon.eg/dp/B0FF3DJCDL,2026-03-28T00:56:47.194084
